@relation lomfelder

@attribute identificador numeric
@attribute sensitivo numeric
@attribute intuitivo numeric
@attribute ativo numeric
@attribute reflexivo numeric
@attribute sequencial numeric
@attribute global numeric
@attribute visual numeric
@attribute verbal numeric
@attribute class 	{SenAtiSeqVis,SenAtiSeqVer,SenAtiGloVis,SenAtiGloVer,SenRefSeqVis,SenRefSeqVer,SenRefGloVis,SenRefGloVer,IntAtiSeqVis,IntAtiSeqVer,IntAtiGloVis,IntAtiGloVer,IntRefSeqVis,IntRefSeqVer,IntRefGloVis,IntRefGloVer}

@data
479,2,0,1,4,1,1,2,0,SenRefSeqVis
480,1,1,4,0,0,0,1,0,IntAtiGloVis
481,1,1,1,4,1,1,1,0,IntRefGloVis
482,1,1,1,3,1,0,1,2,IntRefSeqVer
483,1,1,0,0,0,0,0,0,IntRefGloVer
484,0,1,2,2,2,0,2,1,IntRefSeqVis
485,0,1,3,0,2,0,2,0,IntAtiSeqVis
486,0,1,4,0,1,1,0,2,IntAtiGloVer
487,0,0,1,0,1,0,1,2,IntAtiSeqVer
488,2,0,0,4,1,0,0,0,SenRefSeqVis
489,0,0,2,1,0,1,1,2,SenAtiGloVer
490,2,0,0,3,0,1,2,0,SenRefGloVis
491,1,1,4,2,0,0,1,0,IntAtiGloVis
492,0,1,1,0,2,0,1,1,IntAtiSeqVis
493,1,0,0,4,2,0,1,1,SenRefSeqVer
494,1,1,2,3,0,0,1,2,SenRefSeqVer
495,0,0,0,3,0,1,1,0,IntRefGloVis
496,2,0,3,2,0,1,0,0,SenAtiGloVer
497,0,0,3,0,0,0,0,0,IntAtiGloVer
498,2,0,0,2,1,1,2,1,SenRefGloVis
499,0,1,1,4,1,1,1,1,IntRefSeqVis
500,0,1,3,3,1,1,2,1,IntRefGloVis
501,1,1,0,3,0,0,0,1,SenRefSeqVer
502,0,0,2,3,1,0,0,2,IntRefSeqVer
503,2,0,3,1,1,0,0,2,SenAtiSeqVer
504,1,0,2,2,2,0,2,0,SenAtiSeqVis
505,0,1,0,1,1,1,1,0,IntRefSeqVis
506,0,1,3,0,0,1,1,1,IntAtiGloVer
507,0,1,1,0,1,1,1,1,IntAtiGloVer
508,1,0,1,3,0,0,0,1,SenRefGloVer
509,0,1,0,4,2,0,0,2,IntRefSeqVer
510,1,1,2,3,2,0,0,1,SenRefSeqVer
511,1,0,4,0,1,1,1,1,SenAtiGloVer
512,0,0,0,1,0,1,2,1,IntRefGloVis
513,0,0,3,1,0,1,2,1,SenAtiGloVis
514,0,1,2,4,1,1,1,2,IntRefSeqVer
515,0,0,4,0,1,0,1,2,IntAtiSeqVer
516,0,0,4,1,1,1,2,0,SenAtiSeqVis
517,2,0,0,3,1,1,2,0,SenRefSeqVis
518,1,1,1,2,2,0,2,1,IntRefSeqVis
519,1,1,3,1,1,0,1,1,SenAtiSeqVis
520,2,0,0,0,1,0,1,1,SenAtiSeqVis
521,1,1,0,2,0,1,1,0,SenRefGloVis
522,0,1,0,0,2,0,2,0,IntAtiSeqVis
523,1,0,2,3,2,0,1,0,SenRefSeqVis
524,0,1,2,3,1,1,0,1,IntRefSeqVer
525,1,1,3,3,0,1,0,2,SenAtiGloVer
526,1,0,4,1,2,0,1,0,SenAtiSeqVis
527,0,1,1,1,0,1,0,2,IntRefGloVer
528,0,1,1,3,1,1,0,1,IntRefGloVer
529,2,0,2,2,1,0,1,2,SenAtiSeqVer
530,0,0,1,2,0,0,1,0,IntRefGloVis
531,2,0,0,4,0,1,1,1,SenRefGloVer
532,2,0,3,1,0,1,2,1,SenAtiGloVis
533,2,0,2,0,1,0,0,0,SenAtiSeqVer
534,0,1,1,1,1,0,2,0,IntAtiSeqVis
535,0,0,4,2,1,0,2,0,SenAtiSeqVis
536,1,0,0,1,1,1,1,2,SenRefSeqVer
537,2,0,4,1,0,0,0,1,SenAtiSeqVer
538,0,1,1,4,0,1,2,0,IntRefGloVis
539,1,1,4,1,0,0,0,2,SenAtiSeqVer
540,1,1,1,3,1,1,2,0,SenRefSeqVis
541,0,1,2,3,0,1,1,0,IntRefGloVis
542,0,1,0,0,0,1,0,0,IntAtiGloVis
543,1,1,4,0,0,1,2,0,SenAtiGloVis
544,1,0,3,0,1,1,1,2,SenAtiGloVer
545,2,0,3,3,1,0,0,0,SenRefSeqVer
546,0,1,1,1,1,1,2,0,IntAtiSeqVis
547,0,0,4,0,1,1,1,2,SenAtiSeqVer
548,2,0,0,4,0,1,0,0,SenRefGloVer
549,1,1,4,0,1,1,2,0,IntAtiGloVis
550,0,1,3,0,2,0,1,1,IntAtiSeqVis
551,0,1,3,1,0,1,0,2,IntAtiGloVer
552,0,1,0,0,0,0,1,2,IntRefGloVer
553,1,1,4,2,1,0,1,0,SenAtiSeqVis
554,1,0,1,3,2,0,1,0,SenRefSeqVis
555,2,0,0,1,0,1,1,0,SenRefGloVis
556,0,1,1,1,0,1,1,0,IntRefGloVis
557,0,1,0,3,0,1,2,0,IntRefGloVis
558,1,1,0,1,0,0,0,1,IntRefGloVer
559,0,1,0,3,2,0,0,0,IntRefSeqVis
560,1,1,4,2,1,0,0,2,SenAtiSeqVer
561,0,1,1,2,1,1,0,2,IntRefSeqVer
562,1,0,0,4,0,1,2,0,SenRefGloVis
563,1,1,1,3,0,1,2,1,IntRefGloVis
564,0,1,4,0,1,1,2,0,IntAtiSeqVis
565,2,0,0,0,0,1,2,0,SenAtiGloVis
566,0,1,3,1,0,1,2,1,IntAtiGloVis
567,2,0,1,1,0,1,0,2,SenAtiGloVer
568,0,1,4,0,0,0,2,1,IntAtiGloVis
569,1,1,4,2,1,1,2,0,IntAtiGloVis
570,1,1,0,3,1,0,1,0,IntRefSeqVis
571,0,0,2,4,0,1,0,1,IntRefGloVer
572,1,1,1,3,0,1,1,2,SenRefGloVer
573,2,0,4,2,2,0,0,2,SenAtiSeqVer
574,1,1,3,3,1,0,0,1,IntRefSeqVer
575,1,1,2,4,1,1,2,0,IntRefGloVis
576,0,1,1,1,1,1,2,0,IntAtiSeqVis
577,0,1,4,1,1,1,0,2,IntAtiSeqVer
578,1,0,3,3,1,1,1,2,SenRefGloVer
579,0,0,0,3,2,0,1,1,IntRefSeqVer
580,1,1,3,3,1,1,2,1,SenAtiSeqVis
581,0,1,4,1,0,1,1,1,IntAtiGloVis
582,1,0,3,2,1,1,0,0,SenAtiSeqVis
583,0,1,4,0,1,1,2,0,IntAtiGloVis
584,1,0,1,4,2,0,2,0,SenRefSeqVis
585,2,0,0,3,1,0,2,0,SenRefSeqVis
586,1,0,0,1,2,0,2,1,SenRefSeqVis
587,0,1,4,1,1,0,2,1,IntAtiSeqVis
588,0,0,3,3,2,0,2,0,SenAtiSeqVis
589,1,1,0,1,0,0,2,1,IntRefGloVis
590,0,0,4,0,0,1,0,0,SenAtiGloVis
591,1,0,2,2,1,0,2,0,SenRefSeqVis
592,1,1,0,0,1,1,1,1,SenAtiSeqVis
593,2,0,0,0,0,0,2,1,SenAtiSeqVis
594,2,0,2,4,0,1,0,1,SenRefGloVer
595,1,1,2,1,1,1,2,1,IntAtiGloVis
596,2,0,1,3,1,1,1,0,SenRefSeqVis
597,2,0,0,2,0,0,1,2,SenRefSeqVer
598,0,0,2,4,0,0,0,2,IntRefGloVer
599,2,0,2,3,0,1,2,1,SenRefGloVis
600,0,1,0,3,2,0,2,1,IntRefSeqVis
601,0,1,1,4,1,1,1,2,IntRefSeqVer
602,1,1,1,3,1,1,0,1,SenRefSeqVer
603,2,0,0,4,1,0,0,1,SenRefSeqVer
604,1,0,3,1,1,0,1,2,SenAtiSeqVer
605,1,1,4,0,1,1,2,0,SenAtiSeqVis
606,1,0,2,0,1,1,0,1,SenAtiSeqVer
607,0,0,1,3,2,0,1,0,SenRefSeqVis
608,1,1,2,2,1,1,2,1,SenAtiSeqVis
609,1,0,1,1,0,0,0,0,SenAtiSeqVis
610,2,0,0,0,1,0,2,1,SenRefSeqVis
611,1,1,0,2,2,0,2,1,SenRefSeqVis
612,0,1,2,2,0,0,2,1,IntRefGloVis
613,2,0,0,1,0,0,1,0,SenRefGloVis
614,2,0,0,2,2,0,0,2,SenRefSeqVer
615,0,1,1,3,2,0,0,0,IntRefSeqVer
616,0,1,1,1,0,1,1,1,IntRefGloVer
617,1,0,0,2,0,1,2,1,SenRefGloVis
618,1,1,1,2,0,1,0,2,IntRefGloVer
619,0,1,1,0,1,1,1,0,IntAtiGloVis
620,0,1,0,1,1,0,2,1,IntRefSeqVis
621,1,1,3,0,1,1,2,0,SenAtiSeqVis
622,1,1,3,0,0,1,1,0,SenAtiGloVis
623,2,0,0,4,1,1,2,0,SenRefGloVis
624,1,1,0,0,0,1,0,0,IntRefGloVer
625,0,1,0,2,0,1,2,1,IntRefGloVis
626,0,1,4,0,0,1,1,0,IntAtiGloVis
627,1,1,2,2,2,0,2,0,IntRefSeqVis
628,0,0,2,3,0,1,2,0,IntRefGloVis
629,1,0,3,3,1,1,1,2,SenAtiSeqVer
630,1,1,3,0,1,1,2,1,SenAtiSeqVis
631,1,1,1,1,1,1,0,2,SenAtiSeqVer
632,1,0,4,1,2,0,2,0,SenAtiSeqVis
633,1,1,1,1,2,0,1,1,SenAtiSeqVis
634,0,0,2,2,0,0,1,1,IntRefGloVer
635,0,0,1,1,0,0,0,2,SenAtiSeqVer
636,1,1,1,1,1,0,1,2,IntRefSeqVer
637,0,1,3,1,1,0,1,2,IntAtiSeqVer
638,1,1,1,4,0,1,1,0,IntRefGloVis
639,0,0,4,2,1,1,1,1,IntAtiGloVer
640,1,0,3,0,0,0,2,1,SenAtiGloVis
641,0,1,4,0,0,1,2,0,IntAtiGloVis
642,1,0,4,1,1,0,0,2,SenAtiSeqVer
643,0,1,3,3,1,1,2,0,IntRefGloVis
644,0,1,1,4,1,0,0,1,IntRefSeqVer
645,1,1,1,3,1,1,1,1,SenRefSeqVis
646,0,0,4,2,2,0,2,0,IntAtiSeqVis
647,0,0,2,0,0,1,0,0,SenAtiGloVis
648,1,0,0,4,0,0,1,1,SenRefSeqVis
649,0,0,3,3,2,0,2,1,SenAtiSeqVis
650,1,0,0,1,2,0,1,0,SenRefSeqVis
651,0,1,4,0,2,0,2,1,IntAtiSeqVis
652,2,0,4,0,1,0,0,2,SenAtiSeqVer
653,1,1,3,1,0,1,1,2,SenAtiGloVer
654,2,0,4,2,2,0,0,1,SenAtiSeqVer
655,2,0,3,1,1,1,0,0,SenAtiSeqVis
656,1,1,0,1,1,1,0,2,IntRefGloVer
657,0,0,1,4,0,1,0,2,SenRefGloVer
658,1,0,2,2,0,0,2,0,SenRefGloVis
659,0,1,1,1,0,0,2,1,IntRefGloVis
660,1,0,1,2,1,0,1,0,SenRefSeqVis
661,1,1,4,0,1,1,1,0,IntAtiGloVis
662,0,1,3,3,0,0,0,0,IntAtiSeqVis
663,0,1,2,2,0,1,2,0,IntRefGloVis
664,1,1,4,0,0,0,2,1,IntAtiGloVis
665,0,1,2,1,2,0,1,1,IntAtiSeqVer
666,0,1,0,3,0,0,0,2,IntRefGloVer
667,1,0,2,0,1,1,0,2,SenAtiSeqVer
668,1,0,4,2,1,1,2,0,SenAtiSeqVis
669,0,0,4,2,1,1,2,0,SenAtiSeqVis
670,1,0,1,1,1,0,2,0,SenAtiSeqVis
671,2,0,4,2,2,0,1,0,SenAtiSeqVis
672,0,1,0,2,1,1,0,2,IntRefGloVer
673,2,0,4,2,0,1,2,1,SenAtiGloVis
674,0,1,0,3,1,1,0,1,IntRefSeqVer
675,1,1,0,1,0,1,2,0,SenRefGloVis
676,1,1,4,2,1,0,1,0,SenAtiSeqVis
677,0,1,2,4,1,0,2,1,IntRefSeqVis
678,1,1,1,4,0,0,0,1,SenRefSeqVer
679,1,0,1,1,1,0,2,1,SenRefSeqVis
680,1,0,1,2,0,1,1,1,SenRefGloVer
681,0,1,1,2,1,1,0,1,IntRefGloVer
682,2,0,0,3,0,1,0,2,SenRefGloVer
683,0,0,2,1,0,1,2,1,IntAtiGloVis
684,1,0,3,0,1,1,1,2,SenAtiSeqVer
685,0,0,4,1,0,0,0,2,IntAtiGloVer
686,0,1,3,2,0,1,1,1,IntAtiGloVis
687,2,0,3,0,0,0,2,1,SenAtiGloVis
688,0,1,4,2,0,1,1,0,IntAtiGloVis
689,1,1,1,0,1,1,0,0,SenAtiSeqVis
690,1,1,1,3,0,1,0,2,IntRefGloVer
691,1,0,3,1,1,1,2,1,SenAtiSeqVis
692,1,1,3,3,2,0,1,1,IntRefSeqVer
693,1,1,0,0,1,0,1,2,SenAtiSeqVer
694,2,0,1,1,1,1,1,2,SenAtiSeqVer
695,0,1,4,1,1,0,0,0,IntAtiSeqVer
696,0,1,2,0,1,1,1,1,IntAtiGloVer
697,1,1,2,0,0,0,1,0,SenAtiSeqVis
698,1,0,2,3,2,0,0,0,SenRefSeqVis
699,0,0,1,1,2,0,0,1,SenAtiSeqVer
700,0,1,0,2,1,1,0,2,IntRefGloVer
701,0,1,1,0,0,1,2,1,IntAtiGloVis
702,0,1,2,1,0,0,0,0,IntAtiGloVer
703,0,1,3,3,1,0,1,1,IntRefSeqVer
704,1,0,4,0,1,1,1,1,SenAtiGloVer
705,0,1,3,2,1,1,2,0,IntAtiSeqVis
706,0,1,4,1,1,0,2,1,IntAtiSeqVis
707,1,1,0,3,1,0,1,2,SenRefSeqVer
708,0,0,4,2,2,0,1,1,SenAtiSeqVis
709,1,0,1,1,1,0,0,2,SenAtiSeqVer
710,1,1,3,3,1,1,1,1,IntRefGloVer
711,1,0,1,3,1,0,0,0,SenRefSeqVis
712,1,1,3,0,0,1,0,0,IntAtiGloVer
713,0,0,2,0,1,1,0,1,SenAtiSeqVer
714,0,1,2,0,1,1,2,0,IntAtiGloVis
715,1,0,3,3,0,0,1,2,SenRefGloVer
716,2,0,1,1,2,0,1,2,SenRefSeqVer
717,1,0,4,1,1,1,0,2,SenAtiGloVer
718,0,1,0,1,1,0,1,1,IntRefSeqVer
719,1,1,0,0,1,1,2,1,IntRefGloVis
720,2,0,0,0,1,0,0,1,SenAtiSeqVer
721,0,0,1,0,1,0,1,1,IntAtiSeqVer
722,0,0,4,2,1,1,2,1,SenAtiSeqVis
723,0,0,4,1,0,1,2,1,SenAtiGloVis
724,1,1,4,0,2,0,2,1,SenAtiSeqVis
725,0,0,4,1,0,0,1,0,IntAtiGloVis
726,2,0,2,4,2,0,0,0,SenRefSeqVer
727,1,1,2,0,1,1,1,2,SenAtiSeqVer
728,0,1,3,3,1,0,2,0,IntAtiSeqVis
729,0,1,1,4,1,0,2,0,IntRefSeqVis
730,0,1,0,0,0,1,2,1,IntRefGloVis
731,1,1,1,4,0,0,2,0,SenRefSeqVis
732,0,1,4,2,1,1,2,0,IntAtiGloVis
733,0,1,2,0,1,1,2,0,IntAtiSeqVis
734,0,0,1,3,1,0,2,0,SenRefSeqVis
735,2,0,3,3,2,0,1,0,SenAtiSeqVis
736,1,1,4,2,0,1,0,1,IntAtiGloVer
737,0,0,1,0,1,1,0,1,SenAtiSeqVer
738,1,0,0,0,0,0,2,0,SenAtiSeqVis
739,1,0,1,0,1,1,0,2,SenAtiSeqVer
740,1,1,0,0,1,0,0,2,SenAtiSeqVer
741,0,1,2,0,1,1,1,2,IntAtiGloVer
742,1,0,1,2,2,0,1,0,SenRefSeqVis
743,0,0,3,3,1,1,0,2,SenAtiSeqVer
744,1,1,3,3,0,1,0,2,IntRefGloVer
745,2,0,0,1,1,1,0,1,SenRefGloVer
746,0,0,1,0,2,0,0,2,IntAtiSeqVer
747,2,0,0,2,2,0,1,0,SenRefSeqVis
748,1,1,0,2,1,1,2,0,SenRefSeqVis
749,1,0,2,3,2,0,0,2,SenRefSeqVer
750,2,0,3,1,0,0,0,0,SenAtiGloVer
751,0,0,3,2,0,1,0,0,SenAtiGloVis
752,2,0,1,3,2,0,0,2,SenRefSeqVer
753,0,1,2,0,1,1,0,0,IntAtiSeqVis
754,1,1,2,4,0,1,0,0,IntRefGloVer
755,0,0,3,1,0,1,1,0,IntAtiGloVis
756,0,1,1,2,0,1,2,0,IntRefGloVis
757,0,1,3,0,2,0,1,1,IntAtiSeqVis
758,2,0,2,0,0,0,1,1,SenAtiGloVer
759,0,1,3,1,1,1,0,0,IntAtiGloVer
760,0,1,1,4,2,0,0,0,IntRefSeqVis
761,1,1,1,2,0,0,0,1,SenRefSeqVer
762,1,0,3,3,1,1,2,0,SenAtiSeqVis
763,1,0,3,2,2,0,2,1,SenAtiSeqVis
764,1,0,4,1,0,0,0,0,SenAtiSeqVis
765,1,0,1,4,1,1,0,1,SenRefGloVer
766,1,1,1,0,0,0,0,0,IntAtiGloVer
767,2,0,1,1,1,1,2,0,SenRefGloVis
768,1,0,3,2,0,0,2,1,SenAtiGloVis
769,1,1,3,1,0,0,0,0,SenAtiSeqVis
770,0,0,3,2,0,0,1,0,IntAtiGloVis
771,1,1,0,4,0,1,1,1,SenRefGloVis
772,1,0,1,3,2,0,2,0,SenRefSeqVis
773,0,1,3,3,1,1,0,0,IntRefGloVer
774,0,1,1,2,0,0,2,0,IntRefSeqVis
775,1,1,0,4,1,1,2,1,IntRefGloVis
776,0,1,1,4,1,1,2,1,IntRefGloVis
777,0,1,2,3,1,0,0,0,IntRefSeqVer
778,2,0,4,1,1,1,2,1,SenAtiSeqVis
779,0,1,1,3,0,0,0,2,IntRefGloVer
780,1,1,3,1,0,0,1,0,SenAtiSeqVis
781,0,1,1,4,1,1,0,0,IntRefSeqVis
782,0,1,2,0,0,0,1,2,IntAtiGloVer
783,1,0,2,4,1,1,0,2,SenRefGloVer
784,0,1,0,2,2,0,2,1,IntRefSeqVis
785,1,0,1,3,1,1,1,2,SenRefSeqVer
786,0,0,3,0,1,0,1,1,IntAtiSeqVer
787,2,0,0,4,2,0,1,1,SenRefSeqVer
788,2,0,2,1,1,0,1,0,SenAtiSeqVis
789,0,0,0,2,0,1,1,1,IntRefGloVer
790,0,0,0,3,1,0,1,0,IntRefSeqVis
791,1,0,2,4,0,0,0,2,SenRefSeqVer
792,1,1,1,4,1,0,0,0,IntRefSeqVer
793,2,0,0,4,2,0,1,2,SenRefSeqVer
794,0,1,4,2,1,1,0,2,IntAtiSeqVer
795,1,0,3,3,1,0,2,1,SenRefSeqVis
796,0,0,1,3,0,1,2,0,IntRefGloVis
797,1,1,0,4,1,1,2,0,IntRefGloVis
798,1,1,1,3,1,1,0,1,SenRefSeqVer
799,2,0,3,3,1,0,2,1,SenRefSeqVis
800,1,0,0,1,1,1,0,1,SenRefSeqVer
801,1,0,4,2,0,0,0,0,SenAtiGloVer
802,2,0,3,2,1,0,2,0,SenAtiSeqVis
803,2,0,2,4,0,1,0,0,SenRefGloVis
804,0,1,3,2,0,1,0,2,IntAtiGloVer
805,1,1,3,3,1,0,2,1,SenAtiSeqVis
806,0,0,1,1,0,1,0,0,IntRefGloVer
807,0,1,1,4,2,0,1,2,IntRefSeqVer
808,0,1,0,3,2,0,0,1,IntRefSeqVer
809,0,1,3,3,1,0,1,1,IntAtiSeqVis
810,0,0,0,0,0,1,2,1,IntRefGloVis
811,1,0,4,0,2,0,0,1,SenAtiSeqVer
812,1,1,1,0,0,0,2,0,IntAtiGloVis
813,1,0,2,1,1,0,0,1,SenAtiSeqVer
814,1,0,4,2,0,1,1,1,SenAtiGloVer
815,1,1,4,1,0,1,2,1,IntAtiGloVis
816,1,0,3,1,1,1,0,1,SenAtiSeqVer
817,1,1,1,0,1,1,1,1,IntAtiGloVer
818,2,0,1,4,1,1,0,1,SenRefGloVer
819,1,1,0,3,0,0,0,1,SenRefSeqVer
820,1,1,4,2,2,0,0,1,SenAtiSeqVer
821,2,0,1,0,0,0,0,1,SenAtiGloVer
822,2,0,4,2,1,1,0,1,SenAtiSeqVer
823,1,1,4,1,1,0,2,1,IntAtiSeqVis
824,0,1,3,3,1,1,0,2,IntAtiSeqVer
825,0,1,2,1,0,1,2,0,IntAtiGloVis
826,1,1,0,3,0,0,1,0,SenRefSeqVis
827,1,0,4,1,1,0,1,1,SenAtiSeqVis
828,0,1,1,3,0,1,2,0,IntRefGloVis
829,1,0,0,0,1,1,0,2,SenRefGloVer
830,0,1,3,0,2,0,2,1,IntAtiSeqVis
831,0,0,2,0,2,0,1,0,SenAtiSeqVis
832,0,0,2,2,0,0,1,0,SenAtiSeqVis
833,0,1,3,2,0,0,0,1,IntAtiGloVer
834,1,0,3,3,2,0,0,2,SenAtiSeqVer
835,2,0,2,1,0,1,1,1,SenAtiGloVer
836,0,1,2,2,0,1,1,0,IntRefGloVis
837,0,1,3,1,1,0,0,2,IntAtiSeqVer
838,0,1,4,2,1,1,1,2,IntAtiSeqVer
839,2,0,3,0,1,0,0,2,SenAtiSeqVer
840,2,0,3,3,1,0,1,0,SenRefSeqVis
841,2,0,0,2,2,0,0,1,SenRefSeqVer
842,0,1,2,0,1,1,0,1,IntAtiGloVer
843,0,1,0,3,0,1,0,0,IntRefGloVis
844,2,0,0,3,0,0,1,0,SenRefGloVis
845,2,0,2,4,1,0,2,1,SenRefSeqVis
846,1,1,0,0,0,1,2,1,IntRefGloVis
847,1,1,1,4,2,0,1,0,IntRefSeqVis
848,1,0,0,1,2,0,2,0,SenRefSeqVis
849,0,1,3,2,2,0,0,1,IntAtiSeqVer
850,0,1,0,3,0,0,0,1,IntRefSeqVer
851,1,1,2,3,0,0,2,0,SenRefSeqVis
852,1,1,2,4,0,1,2,0,IntRefGloVis
853,1,1,2,1,2,0,2,0,SenAtiSeqVis
854,1,0,4,0,0,0,2,0,SenAtiSeqVis
855,1,1,4,0,1,0,1,1,SenAtiSeqVis
856,0,0,2,4,0,1,0,0,SenRefGloVis
857,0,1,1,4,0,1,2,1,IntRefGloVis
858,0,1,2,3,0,1,1,1,IntRefGloVis
860,0,0,2,0,0,1,1,1,IntAtiGloVer
861,1,0,1,1,0,1,1,2,SenRefGloVer
862,0,1,1,3,0,1,0,0,IntRefGloVis
863,0,1,3,3,1,0,0,0,IntAtiSeqVis
864,1,1,2,4,0,1,0,0,SenRefGloVis
865,0,1,4,0,1,1,1,1,IntAtiSeqVis
866,0,1,4,1,2,0,1,2,IntAtiSeqVer
867,0,1,1,3,1,1,1,1,IntRefGloVer
868,1,1,1,0,2,0,2,1,IntAtiSeqVis
869,1,1,3,2,0,0,1,2,SenAtiSeqVer
870,0,0,0,3,0,0,1,0,SenRefSeqVis
871,2,0,4,2,0,0,1,2,SenAtiSeqVer
872,0,1,0,4,2,0,2,1,IntRefSeqVis
873,2,0,1,4,1,1,2,0,SenRefGloVis
874,0,0,4,1,2,0,1,0,IntAtiSeqVis
875,0,1,3,3,2,0,0,1,IntAtiSeqVer
876,0,1,1,4,2,0,1,2,IntRefSeqVer
877,0,1,0,0,0,1,1,2,IntAtiGloVer
878,0,1,0,2,0,1,1,0,IntRefGloVis
879,1,1,4,1,1,0,1,0,IntAtiSeqVis
880,0,1,3,3,1,0,2,0,IntAtiSeqVis
881,2,0,0,1,1,1,2,0,SenRefSeqVis
883,0,0,2,1,2,0,2,0,IntAtiSeqVis
886,1,0,2,0,0,1,2,1,SenAtiGloVis
888,1,1,1,2,1,1,0,2,IntRefGloVer
889,2,0,0,1,1,1,1,2,SenRefGloVer
890,1,1,4,0,0,1,0,2,IntAtiGloVer
891,2,0,2,4,1,1,1,2,SenRefSeqVer
892,1,0,0,0,2,0,1,2,SenRefSeqVer
893,0,1,1,0,1,0,1,0,IntAtiSeqVis
894,0,0,2,4,2,0,1,1,IntRefSeqVer
895,2,0,0,1,1,0,1,2,SenRefSeqVer
896,0,0,4,0,0,0,2,1,IntAtiGloVis
897,2,0,0,2,0,0,0,1,SenRefGloVer
899,1,1,0,2,1,0,1,0,SenRefSeqVis
900,0,1,2,1,0,1,2,1,IntAtiGloVis
901,0,1,0,4,0,0,2,0,IntRefSeqVis
902,1,0,2,2,1,1,1,2,SenAtiSeqVer
904,0,0,4,1,1,1,1,0,IntAtiGloVis
905,2,0,3,2,2,0,1,1,SenAtiSeqVer
906,0,1,2,3,1,1,1,2,IntRefSeqVer
907,1,1,4,2,1,1,1,2,SenAtiSeqVer
908,0,1,3,1,0,1,0,2,IntAtiGloVer
909,0,1,1,2,1,1,2,1,IntRefSeqVis
910,0,1,4,1,0,0,0,2,IntAtiGloVer
911,1,1,3,1,0,0,0,1,SenAtiSeqVer
912,1,1,4,1,2,0,2,1,IntAtiSeqVis
913,1,1,4,0,1,1,1,0,IntAtiGloVis
914,1,1,1,0,2,0,0,0,IntAtiSeqVer
915,0,1,1,0,1,1,1,1,IntAtiSeqVis
916,1,1,2,4,1,1,1,2,SenRefSeqVer
917,2,0,1,2,0,1,1,1,SenRefGloVis
920,1,1,1,0,1,1,1,2,IntAtiGloVer
921,1,1,4,0,0,1,2,0,SenAtiGloVis
922,2,0,1,2,1,0,1,0,SenRefSeqVis
923,0,1,0,0,1,1,0,0,IntAtiSeqVis
924,0,1,4,0,0,0,2,0,IntAtiSeqVis
925,2,0,2,2,1,1,2,1,SenRefGloVis
926,0,1,0,1,1,0,0,1,IntRefSeqVer
927,0,1,0,3,1,1,2,1,IntRefGloVis
928,1,1,2,1,1,0,0,2,IntAtiSeqVer
929,0,0,1,2,1,0,2,0,IntRefSeqVis
930,0,0,0,4,0,1,2,1,SenRefGloVis
932,0,0,4,1,2,0,0,2,SenAtiSeqVer
933,1,1,4,0,2,0,2,1,IntAtiSeqVis
934,0,1,2,4,1,0,0,2,IntRefSeqVer
935,0,0,1,2,1,0,2,1,IntRefSeqVis
936,0,0,1,0,0,1,1,0,SenAtiGloVis
937,0,0,3,3,0,1,2,1,SenAtiGloVis
938,2,0,1,3,0,0,0,2,SenRefGloVer
939,1,0,0,1,1,1,1,1,SenRefGloVer
940,1,1,2,0,0,1,2,1,SenAtiGloVis
941,2,0,2,2,1,0,0,1,SenRefSeqVer
942,0,1,4,1,0,1,0,1,IntAtiGloVer
943,1,0,4,0,1,1,1,1,SenAtiGloVer
944,0,0,0,3,0,1,1,0,SenRefGloVis
945,2,0,0,3,0,0,1,1,SenRefGloVer
946,2,0,2,3,2,0,0,0,SenRefSeqVer
947,0,1,0,1,0,0,0,0,IntRefSeqVis
948,0,0,2,4,0,0,0,1,IntRefGloVer
949,1,1,0,3,0,1,2,1,IntRefGloVis
950,0,1,1,1,2,0,1,1,IntRefSeqVer
951,0,1,2,4,1,0,2,0,IntRefSeqVis
952,2,0,2,2,0,0,1,0,SenRefGloVis
953,1,0,0,3,1,0,2,1,SenRefSeqVis
954,2,0,4,0,0,1,2,0,SenAtiGloVis
955,2,0,0,1,0,1,2,1,SenRefGloVis
956,2,0,0,2,0,1,0,0,SenRefGloVis
958,0,1,1,2,0,1,2,0,IntRefGloVis
959,0,1,2,3,0,1,0,1,IntRefGloVer
961,1,1,1,4,0,0,0,1,SenRefSeqVer
962,1,0,4,2,2,0,0,2,SenAtiSeqVer
963,1,1,0,3,1,1,2,1,SenRefSeqVis
964,1,1,2,0,0,1,2,1,IntAtiGloVis
965,0,1,0,1,1,0,2,1,IntRefSeqVis
966,2,0,4,1,0,1,2,1,SenAtiGloVis
967,0,1,0,4,0,1,2,1,IntRefGloVis
968,1,0,1,1,1,0,1,2,SenAtiSeqVer
969,1,1,0,3,1,0,2,1,SenRefSeqVis
970,0,1,1,3,2,0,2,1,IntRefSeqVis
971,0,0,1,3,0,1,1,1,SenRefGloVis
973,0,1,2,4,2,0,2,0,IntRefSeqVis
974,0,0,2,4,0,1,0,2,SenRefGloVer
975,0,1,1,2,2,0,0,1,IntRefSeqVer
976,0,0,2,2,2,0,1,2,IntRefSeqVer
977,0,1,4,1,0,0,0,2,IntAtiGloVer
978,1,1,4,1,1,0,2,1,IntAtiSeqVis
979,0,0,4,0,2,0,1,2,IntAtiSeqVer
